"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
0.0714445160823176,0.950893455499847,0.064220516563091,0.0889904535594777,0.136768414053711,0.231571845008389,0.224270021781813,0.0758287601155383,1.41996747568349,0.0768495529752882,0.00312379048585452,0.00821163506692386,0
0.0921770137172343,1.01952760051152,0.0939370591390121,0.10934523197741,0.143507288543422,0.239927983830833,0.231371060121174,0.099621547256152,1.05613585459773,0.102940833797427,0.0403020916547462,0.00856848804958656,0
0.0658364934041479,1.06220499500333,0.0928751556256297,0.113200502535324,0.158556017557875,0.199306021887595,0.229785961251396,0.106737946661729,1.00611792377825,0.116219834495769,0.0447612105290505,0,0
0.0674822067939441,1.06103238847135,0.0780579888375865,0.110993442185225,0.176548803562967,0.201692716174388,0.190159629683633,0.117428262581401,1.06677499871138,0.137271470997612,0.0657645294958053,0.0192113251282809,0
0.077638219285099,1.06285197450743,0.0699838690030293,0.0746993061411554,0.141749976958313,0.207961214085538,0.166560425291908,0.141537357576949,1.09641214320056,0.067082089790352,0.0591001726556777,0.0065934179321578,0.0228141474935724
0.0696959840660091,1.06510394338822,0.0860188515897578,0.0823635990375235,0.142908954377944,0.211313947461706,0.177351510493474,0.133451796430116,0.956437199139288,0.0670665925091993,0.0286714339642861,0.0145343939492228,0
0.0862874751633149,1.0590049269179,0.077214949981244,0.086975185625207,0.125949034198975,0.209839220614207,0.145687076073354,0.128632797599203,0.982908488721399,0.0658541843103091,0.0562688268464039,0,0.00138304946889442
0.100165302596729,1.05464484790403,0.0835509651792019,0.114076882424931,0.125926990688083,0.198734420653635,0.142634819045154,0.132058916813676,0.777567732337402,0.0975893610531033,0.0448962287742148,0,0
0.105093011217006,1.36016834651092,0.102560858158776,0.114795110620573,0.114906647481971,0.270475361149975,0.153997474145235,0.136358598881449,0.799037559049213,0.0895147585214726,0.0901357781882211,0.00593030301609413,0
0.10762054033999,1.3583653321835,0.117205507811882,0.248249877762878,0.112544017271878,0.28696276614187,0.15893441321247,0.129927109968378,0.812793116613534,0.130918268138737,0.0870612135400385,0,0.0136776788111367
