"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
0.0799824710143899,0.0856566145382913,1.29337015465642,0.0668109995611464,0.077952612071431,0.060448344030378,0.0918965693544286,1.24838406389362,0.0709021630700791,0.0664711178448417,0.00119870008257314,0,0.00423375720839697
0.0671456507640041,0.0803008836807693,1.31330987692353,0.0755132103680132,0.0622485274079949,0.0695228909611751,0.0888242992345868,1.31577223016247,0.0646644304491187,0.0529908080065711,5.85380431247784e-06,0,0.000545437124648866
0.0631181755716239,0.0950346035302801,1.31704440220502,0.0493624299290033,0.0620873236369041,0.0956929927357847,0.10920979772334,1.32273191539952,0.0580233566090762,0.0529956752349052,0,0,0.0105533140054296
0.070667363305688,0.0873256286034857,1.40642860122839,0.0482869872829194,0.0583656595992845,0.0929778815311744,0.130262328923316,1.17373442209746,0.0643965491027355,0.0541039543436428,0,0,0.00318328787535396
0.0641750612076167,0.0622545056605778,1.467372638432,0.0575406589535335,0.0546797733349433,0.0942768907478483,0.05471186841727,1.08750501341742,0.0716725437607711,0.0682750426226604,0,0.0193810359514661,3.11457653874163e-05
0.060162383460425,0.0589554623256211,1.43192260538531,0.0594871525245299,0.044544354325639,0.0654256652678762,0.10386327146214,1.125748672638,0.0929905539442038,0.0493766363010261,0,0,0
0.0673788860769627,0.0583777833831346,1.46989597438629,0.0515047183737654,0.0515982273113897,0.126094744120769,0.0456716624728524,1.18526395469476,0.12998892351893,0.0536449259977472,0,0,0.0193826620857983
0.0635164586837628,0.0583775841821535,1.6132709554662,0.0608994515505286,0.0506527755659251,0.0851331880590539,0.0802789708237479,1.13586391155342,0.13901165944884,0.0553685548670892,0,0,0
0.0665946340376373,0.0823176244446103,1.59124193282397,0.0582598044317561,0.0673854095609214,0.0736133503309057,0.0709264673275308,1.18416487469134,0.137907262595421,0.0639234023866383,0.00187021490211737,0.0041247033603871,0.0111292741024179
0.108234993788333,0.0600635430573486,1.51069713372558,0.0582035992724637,0.0617159372838456,0.0841555725557978,0.0718681581785481,1.19703220480553,0.148437331240618,0.0617856361194946,0.00595662525769991,0,0
0.0678635211960868,0.0561065858735777,1.61115892755437,0.0758329261754129,0.0586501364358177,0.0978506400772096,0.0653716978609412,1.1696527830717,0.153531109717809,0.0493865454207552,0.00510995596862475,0.00239825101093323,0
0.0714915801527861,0.0704776966851204,1.43825405158432,0.0588864549199546,0.0692094432734262,0.0825797965650039,0.0672707602557786,1.05786837863984,0.148901652275475,0.0578300163194103,0.0020787950223158,0,0.00856653124973345
0.0697926810021438,0.0852021493841422,1.69228933528326,0.0753843280445125,0.0694695808119818,0.0725048129338987,0.0671889134114817,0.963327174680672,0.101804227593231,0.0623416478686819,0,0.00394502614735758,0.00780360404753646
0.0755808667951801,0.0529664542824479,1.64311910006513,0.0615061980826985,0.0795976719045419,0.0742300365740743,0.0779164877076692,0.97935610603916,0.0837326995364247,0.0642158730011794,0.000505234984389903,0.000379613131351569,0.0156115055197518
0.0695785144121675,0.0756656112560034,1.52750923925439,0.0542519211696183,0.0696289164927846,0.0658518347119184,0.0778305879239786,0.992089716828471,0.094186979183504,0.085925403846538,0.00641847845493134,0.0245466697990653,0.014422071880265
0.0699515076687481,0.0932835094943599,1.82181919765869,0.0685839463742876,0.066199033875589,0.043413561370074,0.0640926728936582,1.24476264859644,0.0724648239538022,0.0879520696780602,0,0,0
0.0833860827892062,0.0823168812451239,1.40725245654677,0.0668100543624136,0.0773345337800188,0.0452483510141591,0.122281218432971,1.30643951172364,0.104695900698682,0.120263804607869,0.0138376060747508,0.024613838533371,0
0.0801413573381839,0.0754224895757235,1.38961395868635,0.0655066726757336,0.0664879554500164,0.193226896090732,0.087996309168401,1.30967255758307,0.141838547877909,0.214541811146346,0,0,0.00307709297866403
0.0733836043194672,0.0823550915078985,1.20251132915872,0.0671427512269761,0.0579269911737602,0.101997558436641,0.120533090188508,1.37826376184185,0.135896927715139,0.173437723104978,0.0150921417517256,0,0.00452267592104526
0.10113813582512,0.081324944657402,1.12908344750699,0.0913533380962156,0.0768147012227138,0.140381959824266,0.0768934844743981,1.34024175420104,0.137583598367446,0.129071199053033,0.00280306683496732,0.032954102606866,0
0.166937245579163,0.059132246333311,1.12126294217121,0.118628668671776,0.0636729437529696,0.0867017391324079,0.0878166670406219,1.352272110909,0.118059326114009,0.117922717055921,0.00452778473024,0.0165816647831197,0
0.11008173749198,0.0720560807428601,1.11442586974685,0.0479314342166779,0.0645455056680471,0.0738876074163918,0.0534510030988405,1.34493702585613,0.111589946814558,0.113147763611501,0.00587123467502295,0,0
0.0785550498654817,0.0780935682297426,1.19618387074679,0.0725753632175857,0.0893198363018715,0.0975217508632115,0.0986835106663242,1.34265232911052,0.100086286841771,0.0803764836589273,0,0,0.014586612498825
