"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
0.287368351295736,1.64809496165338,0.172869981842056,0.121519098218953,0.141290098296547,1.55043405275803,0.199558018805147,0.306963634264062,0.188368079343345,0.407862293362112,0,0.000696936424024089,0
0.31140272327167,1.79837590360836,0.15546144619011,0.102225267562381,0.166795146744085,1.43100393212918,0.109934143824013,0.26184341011441,0.215473327641663,0.391225075844525,0,0.00639683637512222,0
0.123642300202718,1.58353844690544,0.1570040884174,0.0924591866694376,0.143889336885086,1.52098942639172,0.126652739795133,0.306041414356351,0.222306291237228,0.413745338607815,0.0236186264186051,0.00124515381520097,0.00208332085971484
0.141951354414325,1.39588931801403,0.211426844795509,0.117072529781804,0.155279435547283,1.58518498897691,0.122277128408293,0.264695788245985,0.204987247538458,0.436530849941035,0,0.00104102090517491,0.00118628396318068
0.17431829163344,1.71280452050077,0.249391959022318,0.115157275890657,0.159605701881653,1.5280389171956,0.136872615125411,0.2914266987017,0.277472409467711,0.448893191839161,0,0,0.0306787649446891
0.224049673308232,1.88065161931744,0.194864095394987,0.120346553602421,0.13015768774794,1.5224060684511,0.178500826636457,0.283871065647587,0.220530116022677,0.468125823195452,0.00795392457779706,0.000140045252479348,0.0408060716757755
0.175607505004511,1.69255079495084,0.181427857402286,0.106909484070596,0.129807294942339,1.46720485278629,0.184515590455408,0.260828691585406,0.132951503096498,0.372910899208755,0,0.0537855131151069,0.0438645582578728
0.200783659727546,1.59567892382374,0.18404108742449,0.0963616175299177,0.116033485702136,1.55571871085279,0.170601335766938,0.261128345018986,0.158031919171124,0.387486218977714,0.00263894910287413,0.00883086832903665,0.0185398295366774
0.123655234784572,1.35843426960022,0.156819438919401,0.0976882501432164,0.11408603757325,1.51299131236405,0.122832433861185,0.315559529501555,0.146682966710194,0.413817185703182,0,0,0.0150288074587593
0.121120279476727,1.44954898849394,0.138118911391993,0.0808081775670346,0.113616815561931,1.47532440791335,0.155606723542199,0.27071495435365,0.1491136026359,0.395388037290514,0.0225862020726332,0.00701562616593845,0
0.152606656674423,1.33651369415966,0.158805614966219,0.104176530384459,0.109203308505452,1.44344756801693,0.139142321227319,0.274316743712923,0.152765337666926,0.452515536497714,0,0,0
0.153935448676359,1.36547967496344,0.158739933518735,0.0890365768147226,0.114652887185986,1.44775724203958,0.156129410770506,0.27934199380304,0.152490902258647,0.387038327130057,0,0,0.0577351622127457
0.154943169934398,1.73027130085051,0.135476834047902,0.0739460476848388,0.113737869566599,1.25959419482664,0.16371337006712,0.334335755275674,0.153314599369949,0.359302731606607,0,0.00105479797970059,0.0230731169556117
0.154703910711508,1.70015668913355,0.129116272054868,0.0828562652206265,0.102449196718857,1.1349130940366,0.163320261766479,0.272841296120325,0.11326707218173,0.375368955465913,0.00164395219832901,0.0434590550474446,0.0469481693116284
0.189111175808043,1.6650577481743,0.163299520484254,0.0907661669973732,0.0887547839418236,1.06519985709945,0.116087980134246,0.256223444024276,0.133935486268293,0.359401567441472,0,0,0.0553565274020343
0.127363412833605,1.63512711167305,0.163084220030296,0.1002582746968,0.0857834404083749,1.05354213413427,0.144850704676538,0.227013422823933,0.131705702643877,0.355086285300707,0,0,0.0350421676442376
0.151123840732653,1.46492382637514,0.102423058802537,0.0892925986550794,0.0885715933360356,1.11632514025744,0.151470831303676,0.270091897454625,0.133733900416361,0.371882235172041,0.000355954437181817,0.0593320960848239,0.0403667251599952
0.122624738568859,1.5219008293955,0.10992049253271,0.075349027774854,0.0920205360037055,1.17745953021196,0.0891057110015881,0.27884045033319,0.11814401204285,0.35163339372964,0,5.68404732541675e-05,0.0476799186212924
0.0866687189048884,1.46223288122161,0.0771013255445829,0.0710996018877076,0.0929973374047426,1.20098365591205,0.117433530919067,0.272679234370954,0.131167284124334,0.488928102261383,7.99271658207176e-05,0,0.0345075216890922
0.116157284202349,1.43890810111494,0.0901947584749754,0.0584753909675586,0.0825579604596119,1.38887263386672,0.0946328053350322,0.227776642031564,0.135165504444505,0.486213491639411,0,0.0263217731067331,0.0673769362365406
0.108753565069681,1.42475645628086,0.154807189131008,0.0682349086116514,0.0806575627714086,1.32068171862475,0.111345811098196,0.248487648484924,0.13683431501053,0.439447737193917,0.000729837216408152,0,0.0438488734332264
0.108107060994393,1.3731713973339,0.129197721291065,0.0617733478504555,0.0929542571721725,1.28852173252224,0.123480644374382,0.323739011489167,0.164743120506288,0.454620675405927,0.00539358578569983,0,0.0369855895510054
0.115902383904353,1.3445538109575,0.129437584591335,0.0730694979749389,0.0834460818999604,1.28912718349737,0.110486628387183,0.321100429764237,0.143293637224106,0.475565940764364,0.000672203594447241,0.000144410093083552,0.0581302975851106
0.14590690025295,1.19461430371146,0.153141392856167,0.0933635583728614,0.217613264266863,1.13643202207745,0.105847586091476,0.294667828076353,0.121994278296596,0.485146138223182,0.0178344290500733,0,0.047746601095672
0.151746388345231,1.0708492527493,0.149735901290546,0.100305756063718,0.253583602682782,0.988028605585411,0.193313354064343,0.292055009229717,0.185089326910474,0.492055480093286,0.0306052340788136,0,0.0370570040182119
0.141364063168916,0.950889529304415,0.151771311643962,0.113584907132514,0.127533238268707,0.92730536934491,0.1959947475473,0.271618600048391,0.152230489057354,0.530988378145,0.042553305266524,0.027148445305116,0.0281405292771413
0.209645819058805,0.882719668173744,0.153917585783189,0.130216325352578,0.178958325494385,0.959102508082509,0.220882389955206,0.318599492242116,0.124976219644674,0.566494317521833,0,0,0.00227511257296928
0.148687972903782,1.00320785147798,0.262297097327817,0.125360142376246,0.196685159803487,1.04406127675066,0.176495009688105,0.264045111423564,0.129375227658513,0.571828251051503,0,0.00605334598204876,0
0.144652566442401,1.10670507923996,0.417653374370795,0.214743070401445,0.186702610795121,0.666368257880532,0.143635260802826,0.304128104973485,0.118239263267226,0.342660248642781,0.00260806947184514,0.0163008701558347,0
0.189487698707895,1.04041926585595,0.242928626291869,0.120046556072977,0.245641888645123,0.854056080015315,0.132831676817763,0.297930117081549,0.146054648640761,0.367051651332031,0.0273399951327745,0.00323419541153733,0.00451275358412324
0.138104043164779,0.983290372113195,0.179237938307165,0.116353255715461,0.196744711696326,0.836784296062993,0.146152161857537,0.302078320046889,0.136607783976754,0.367718896500675,0.0100784744375586,0.0201288216953089,0
