"V1","V2","V3","V4","V5"
0.698064222687436,1.11546117450557,0.037639248813898,0.00834291172136647,0
0.665219252051334,1.0581983610932,0,0,0.00258681570840635
0.638492518530433,1.17580582790157,0,0.000442668309554306,0
0.628787831455212,1.13916116918807,0.00139222607396877,0.000185996321799275,0
0.637183231641218,1.1542944856153,0,0.0132498235147829,0
0.602395487485667,1.19159328841736,0,0,0
0.586306347010345,1.22622380575791,0,0.00198608038454573,0
0.582608283259524,1.1378386776991,0.00226381077539384,0,0
0.605419159991608,1.20977253910527,0,0,0
0.668534720664808,1.20164053041356,0.0055688072705764,0,0
0.514215169436977,1.09967573326524,0,0,0.00370722312765959
0.496366962403354,0.946665003953809,0,2.69104029045342e-05,0.000439206873222964
0.586194933304091,0.948686721547967,0.0632915803954215,0.00602497673542558,0
0.602513772242404,0.943353411449511,0.00446292561946504,0,0
0.567007973082449,1.00296663537065,0,0.00200724227755456,0
0.568790943388294,0.950327503116917,0,6.38815343747545e-05,0.00634787394800718
0.61693624787705,1.06640778899303,0,0.000733548478433432,0
0.616890878652569,1.03842815074097,0,0.0597289587741688,0.00268004449156467
0.56669896148026,1.12927625013612,0,0.00274974530038669,0
0.588118255680679,1.14738004893005,0,0,0
0.610799264780979,1.20333211813932,0,0,0
0.714382722512683,1.25421441879548,0,0.0037506598656456,0
0.64834470043008,1.2657077030649,0,0,0.0245601686337908
0.640716274659762,1.27474692911508,0,0.0243198734254184,0.040161725720426
0.666267542301229,1.42540747072352,0,0.0167571970887578,0.0310726475842882
0.774171668213057,1.32924206391388,0,0.0648303464244585,0
0.812386172955818,1.3505750163182,0,0,0.0177140174716587
0.806833116914701,1.30685051923397,0,0,0
0.839320455020071,1.32362903977956,0,0,0
0.848000196212283,1.31579285665322,0,0,0.000951343824290962
0.834626547424198,1.43028433003111,0,0.0164050743598163,0
0.756376167505496,1.40480656585218,0,0,0
0.743381862592084,1.41303755809214,0.0215188004349494,0,0.0369089997493404
0.758441361532413,1.37825793668409,0,0.000111332565955746,0
0.756118260959047,1.34950457633724,0.0148860994394049,0,0
0.751904430460592,1.33505979723008,0,0,0
0.745265543095653,1.32056074033314,0.00292965223507902,0,0
0.744171112142683,1.35167115219422,0,0,0
0.774922200091236,1.33065614182318,0,0.00306081643112432,0.0101767249306551
0.761658738741582,1.36486132543361,0,0.00978941259513844,0
0.721996800785167,1.39995054766597,0,0.0216415818271107,0.000543590531671079
0.7220016963829,1.3631234747346,0,0.0181844332215602,0
0.708713230866378,1.19659205407634,0,0.0100789987926011,0
0.775515529406663,1.31045037684156,0,0,0
0.761511142144507,1.30562341823722,0,0.00950865359130848,0
0.747298750715987,1.33996362294907,0,0,0
0.759874023330093,1.42633966544778,0.0186176743664787,0,0
0.76249903453705,1.51871908745217,0.0209879983484032,0,0
0.783953503473318,1.52678455224604,0.042277357380785,0,0
0.801589233771906,1.54595140201249,0,0,0
0.711032682825332,1.54582079150711,0,0,2.477854600616e-05
0.723318052855007,1.51339236131422,0,0.00822076831785745,0.00101624674469922
0.736091577236754,1.45206354089761,0,0.00308286218149989,0
0.764006085960106,1.42695955945177,0,0.000873700014206835,0
0.630429771064719,1.47691883687441,0.000505284777286619,0.000874458042278481,0.00117492114805196
0.643014778447716,1.48126494143172,0.0105777549791799,0,0.00450014243250396
0.784663540424854,1.31536146579354,0.0214588310918633,0.000677571533604704,0
0.764115436966927,1.28469604528224,0.00188418688494241,0.0055807546720856,0.00369588298044732
0.768331046358055,1.36713504818362,0,0.0172900426349827,0
0.760920393528807,1.34414812123058,0,0,0.00183349292292656
0.810323671098888,1.24378005327493,0,0.00284347628462012,0.000197074309289169
0.789928426936064,1.22088272566723,0.000630514687752326,0,0
0.845819365902955,1.27864147116615,0.00333393333129539,0.00745567314661058,0
0.840528549392977,1.34968692621324,0,0.000698536554660845,0
0.810293480663365,1.35918227845929,0,0.000485884979121179,0
0.864232193908757,1.37770904006343,0.0126225444091358,0,0
0.873031777397644,1.33789491882936,0.0190108164624924,0.000522496033116271,0
0.845673307554807,1.33242524379049,0.0250819557365504,0.000779743628120944,0
0.785682485074807,1.33413843401594,0,0,0.000164753077579127
0.795278739736044,1.26106847198338,0,0,0
0.697930175693999,1.3025020085667,0,0,0.00704652957638674
0.686653886385426,1.29498378383699,0.0950992470100712,0.00317350518850912,0.0120056460976722
0.808025951351115,1.34783679893965,0.0090132732277235,0,0.00761774563691547
0.745385018762154,1.42048429245402,0.000181647695441822,0,0.0123633939146871
0.778386086185328,1.3925290258908,0,0,0
0.732407459215415,1.42031056545445,0.000206690950467436,0.00167924130680452,0
0.727273962650437,1.46571933158242,0,0.00918223118581279,0
0.814931837272959,1.4364227406713,0,0.000451545975170609,0
0.879760547602114,1.44587379536071,0,0,0
0.802952522885396,1.53400050122537,0.021848507714374,0.00980212438370853,0
0.767075397832613,1.53124569720542,0.0143551157581795,0,0
0.860132162106811,1.69550223501138,0.0366808162633383,0.0233902246170201,0
0.995265270186439,1.47136441603282,0,0.00505760519216208,0
1.0402748296433,1.45918914099704,0,0.0192696222274833,0.0377407224561273
0.931387676719325,1.43725379156705,0.0101401349626862,0.0258746157745871,0.0455999883095897
0.932285090878245,1.54184846765178,0,0,0.0065123733754151
0.918443777904665,1.52510903089873,0.000243451271472961,0,0
0.934596019409009,1.22246062256108,0.0333578516684616,0.00380758605606157,0
0.952372695414379,1.23206626241329,0.063353610891034,0,0
0.918442173714097,1.19488602036366,0,0,0
0.914109867547058,1.15048622995589,0.0609439537114722,0,0
0.936134967171196,1.1475281291859,0,0,0.0106548111625892
0.94832150250813,1.14544989265158,0.000359883735907895,0,5.68635266015027e-05
0.938084485028562,1.27691759661034,0.0115302336043007,0,4.76399958047047e-05
1.01327239735492,1.39099197248867,0.0370481949989143,0,0
1.07595860985606,1.38772722656267,0,0,0
1.13710560658768,1.30693579019057,0,0,0.00306871467177822
1.17585681320919,1.41025572307619,0,0,0
1.20458205038423,1.44448611075285,0,0.0213939458422059,0
1.22225577238457,1.43764584993967,0.0276868014308609,0.0544172463482961,0
1.20457546810518,1.60602570463613,0.0127960203751844,0.0438040816143605,0
1.24192029230333,1.60643127882523,0.0492096559883246,0.0482833543977006,0
1.26885331494852,1.62817738669074,0,0,0
1.16853401559268,1.62571141627378,0,0.00018566717015589,0
1.17038179973483,1.80802371490167,0.00974000983429169,0.0287500278098944,0
1.63876614736808,1.97913306323874,0.0057787546857212,0.0643632753797088,0.00225051228418649
1.28582937293822,1.89773614425802,0,0.0072650402906495,0.00296679397076982
1.13353654548005,1.88883515732644,0.0626191773876522,0.0227278234804961,0.0182859348693383
1.15568753446659,1.87311015679772,0.0313366490570607,0,0
1.2335074993111,1.85798912361499,0.041409087058812,5.06467414884693e-05,0
1.07776907924763,1.82009935848015,0.0279067604367802,0.000308160313027661,0
1.2170529589411,1.85557925622425,0.0335524132423465,0.0210616497559742,0
1.16460135107187,1.95206172049197,0.0429784826505725,0.0180206448098374,0
1.22384251849662,1.82727536232858,0.0452373213390781,0,0.00770752717343171
0.988939769861857,1.81441013521629,0.0364580118947182,0,0
0.925174705623558,1.80392740060757,0,0,0
0.850103993081366,1.76957151544984,0.00328719441544659,0.00525811764009143,0.00608978559111317
0.873969858891462,1.96379110226402,0.00375669636888307,0.000129533069568033,0.00612204094241509
0.88181514219026,1.90522381608104,3.50095887202695e-06,0.00183256872027832,0.0299735937297188
0.879235143816315,1.90162331789813,0.00563202450599104,0.00228544971369588,0.00441169657534601
0.95082910567926,1.85282536806583,0.00201430719971252,0.000197805281397401,0.00366106673086231
0.926860495969043,1.70415143890027,0.0220243960654518,0.00329118217173185,0.0198575427842693
0.892601324412486,1.68387974099366,0.00158911128116879,0.018554245682616,8.27748509383275e-05
0.932524058909377,1.66471731701802,0.025088151074983,0,0.0128803621472
0.969713693797658,1.77888198220694,0.0188396652805198,0,0.00169230253706304
1.10885359879387,1.78923562686039,0.0259548877429281,0,0.0171808093609925
1.21088535656037,1.85463869066688,0.0357871325969603,0,0
1.2620024760544,1.8671768653179,0,0,0
1.26000501939918,1.76327743756249,0.000717550915810605,0,0
1.23631717385619,1.8419442755961,0.000375810042786417,0,0
1.1778613078944,1.80151013939825,0.0256329781662639,0,0.0082016958997434
0.985169867707834,1.37463043914577,0.025580490304685,0,0.0174104556856772
0.909185311398785,1.52856558528819,0.0381142331378447,0.00103647894450276,0.00271611334424593
0.924337917367562,1.42633240512019,0,0.000900207991896163,0.014279354617471
0.981335971923513,1.55893295855182,0,0.00109427481591362,0
1.01853910835258,1.43563391408724,0.00371296312745595,0,0
0.975073883115305,1.38334936752589,0,0,0
0.985239353301139,1.36073086997045,0,0,0
0.988490582612139,1.29185443253595,0.00241814013602992,0.00127390240529546,0
1.15664986615763,1.29536285123348,0.0203009765685265,0.0130610518182501,0
1.02856650420182,1.3478761164877,0.0211678592441522,0,0
0.889257786616792,1.45187170422979,0,0,0
0.865384493387579,1.40492271271221,0,0,0
0.864175570237257,1.35661713950524,0.00412050898256888,0.000125264003292824,0
0.952766567748018,1.51391982310976,0.00556229721225976,0,0
1.03279853666363,2.21116673805603,0.0279993541809809,0.000120517671613252,5.67988955932908e-05
1.04389729028838,2.21358738028186,0,0,0
1.01978784787826,1.87189161245507,0.0810227873654628,0.0147249991911593,0
1.16160286826079,1.83838494282994,0,0.030296098218478,8.4949456909289e-05
1.19689231291381,1.80116700488041,0,0.0262333872864757,0
1.16795049363561,1.5235755497872,0.00298944084281216,0.0140386146548694,0
1.07700035323804,1.52134137972776,0,3.04770909966834e-05,0
0.957222534976378,1.76537602318443,0,0.00034749836605763,0.00344880606261566
0.971682761752304,1.78432036295702,0,0.016273269910331,0
0.986489410702433,1.78352397778246,0.00826394218365983,0.0155916794272728,0
0.914595153797224,1.76072618096575,0,0,0
0.993906338134403,1.6608579903462,0.00179281132223719,0,0
0.956139411175144,1.59732969947508,0.0159118606345374,0,0
0.89139225189847,1.74622126940265,0.00917821055591589,0,0.0196891280526257
0.894599558192055,1.73021152511131,0.0459324222619983,0,0
0.894462459971088,1.68717020821771,0.0357906311115876,0,0
0.882345884478763,1.89035373671974,0.0599032216472244,0.00280633688582155,0
1.09340188422643,1.69701554559373,0.0435744510379472,0.00386191592213359,0.0133743028303987
1.08946040640207,1.5075742609602,0.0347117809478433,0.0165163070343266,0.0190843998418427
0.731438313129274,1.52855233125897,0.0254193642800699,0.0151129958774764,0.0424903539084636
0.762598869780746,1.27497277974686,0.0176631166938899,0.000333875577674059,0.00239302324255342
0.74146985800908,1.28509836171999,0.0170082294638989,0,0
0.752957000455606,1.31490778977578,0.021038828978396,0.00355014923169905,0.0250380098716469
0.849617958203251,1.30164817495976,0.000331533107325033,0,0.00344153722100526
0.846267159131517,1.34334837970045,0.0119240339641474,0,0
0.847038790720315,1.16411374888143,0.0387593876687058,0,0
0.850388902989917,1.22585807771533,0,0.015785342109696,0
0.95643280305922,1.44295257197745,0,0.0177052715929817,0
0.984051914534466,1.58997196186077,0.00548674236988367,0.0262236597026759,0.060171943082012
0.929939857619642,1.28674897685757,0,0.0170370537520084,0.0735425931759114
0.958286750361374,1.26847679069799,0,0,0.0291721194320036
0.968689963004856,1.22864627738805,0.00572779306595639,0,0.0228753678935146
0.969932480420043,1.1850975680825,0,0,0.0153231165244946
1.0574375529726,1.06754909280834,0.00587215262133606,8.15912879912339e-05,0.00786209976980727
