"V1","V2","V3"
10,0.339730477565722,0.000433406669597053
10,0.341106165969479,0.000451637281937913
5.91205495400032,0.338543624718017,0.000541555861376167
10,0.270716456595625,0.00060690248521421
10,0.318113083970708,0.000644568982045688
5.57462254394178,0.881944585776809,0.000577393490129102
5.50183701610239,0.842751372858054,0.000714478899452168
10,0.691201202777514,0.000457683485490448
10,0.25502903311722,0.000527668968139897
8.90784024790817,0.361576436933638,0.000558449488651983
8.2614589466617,0.368383998185095,0.000568712640396914
5.6789561179068,0.8537869568191,0.000448415824314354
7.6409738484507,0.244482903844708,0.000516795289357546
10,0.259950227834403,0.000530186985234113
3.94868196527259,0.199147026563136,0.000625837341236077
6.66989256354054,0.206492162937324,0.000701274374448529
9.87329065457468,0.462496939907066,0.000532502988198683
7.21446887376168,0.9081859144056,0.000750987061774969
4.56616994790294,0.560527034135092,0.00077159108918337
8.96878400570846,0.238423408209754,0.000515305392518145
9.49650360244581,0.378359172764951,0.00100073306823745
9.52811532774914,0.4637686260176,0.00154173724170873
3.84414013501221,0.229284369814955,0.00138476517416728
1.74422916571312,0.213551491283732,0.00131133961665203
5.27167632203658,0.588124870912211,0.000847115696063166
6.82385227299074,0.398210088505706,0.000730976577723961
3.62585475490475,0.297134050211861,0.000782008318705296
5.60165770473183,0.291000370396402,0.000956097542505122
3.73604425987131,0.232424985508311,0.000816937858763463
3.9262409328657,0.190177057046335,0.000919255584843338
3.95344908808649,0.196344803920948,0.000643253452983966
0.928338523548901,0.208028495628127,0.000368635476531898
2.66473636034486,0.194627074201781,0.000735323061176524
3.46256032937394,0.112910182543228,0.000580934216820319
3.52814180264736,1.03312138275898,0.000575780844953255
7.49777610539287,0.409435635482366,0.00044100431529505
1.32119683908139,0.391115443009545,0.00058771283127993
1.82880384480284,0.469616441904465,0.000416639153460787
2.56058170315534,0.481601925438123,0.000489445254484529
3.66313934569458,0.190763986853132,0.000289645951390017
0.980576668445387,0.585504167847629,0.000136860354433608
1.1579709930046,0.154730206292284,0.000103280230897056
1.04376848457377,0.230040964157317,0.000137226359931923
1.51552177704151,0.224333428738429,0.000172003362743132
1.04472056829,0.178683206257812,0.00017710105044282
2.64742131183595,0.56954053212671,0.000160838674526059
3.73018855583686,0.552644337526543,9.59971884029658e-05
4.56742894236983,0.141796444528796,0.000122167254339498
4.62777904321639,0.224781067953191,0.000173626778672872
2.45062648314878,0.292705150994872,0.000235106699707036
1.53354170196759,0.581928744597434,0.000344894729380956
1.92165618406708,0.420568801888259,0.000700129997155233
2.10842447397429,0.650425485212689,0.000275076322821667
0.758797807746944,0.515435890635552,0.000168090305345916
0.270106225282227,0.23570301559036,0.000150666470314563
0.601129004139032,0.595001406662848,0.000132126020679245
0.457022260645965,0.567943727248947,0.000222463869685998
0.501311853712207,0.317582413264889,0.000273554011740185
0.51953732803741,0.178983116017994,0.00039237930962138
1.36959941590294,0.560243186984592,0.000310002685730627
0.58708945857456,0.262595434826825,7.61165449757173e-05
0.507988836316282,0.864040906874838,1.63536448533837e-05
0.581205722370079,0.446486490590325,1.95161770884766e-05
0.176397927874862,0.312901168567238,8.09426904509568e-06
0.210643888938094,0.315304422171029,4.39814066305649e-06
0.259107708465851,0.231660874744746,7.78492452443118e-06
0.374824117056113,0.316760677195985,8.67312322055138e-06
1.57430509287556,0.298815419887548,5.6732115247909e-06
0.390277711658914,1.06610607206464,1.06228747405245e-06
0.298771460476722,1.66623803288412,3.07117468757827e-06
0.654729558967728,0.59370703126738,1.09665401340716e-05
0.768050056923201,0.594405495291111,1.73656479671605e-05
0.78882279448729,0.509696339284472,3.08123947591641e-06
1.03563266137333,0.511802110136195,2.54969931014436e-06
2.31485187952128,0.624794046457292,7.28281209304039e-06
2.29407981390564,2.01305192610974,2.40990767997998e-06
0.491686651690777,2.51303198800273,3.95311487049997e-06
0.528383261073888,2.5032000613141,6.4222783635805e-06
0.254785724007929,1.26923578255527,1.33368760925665e-06
0.133252093125007,0.469247764011115,7.38390447301873e-07
0.130701672437127,0.373227764665439,2.65136056808893e-06
0.219202255548385,0.357917110048857,2.92743144582435e-06
0.0750174059991394,0.262363956858062,2.39698910094252e-06
0.249455648557354,0.224575865026912,2.51528695706012e-06
0.255893238183412,0.171033597794222,1.61513783832536e-06
0.107060497350796,0.130405604399677,1.77412074260198e-06
0.137940479172433,0.128904123377502,3.72309081295359e-06
0.22566997798986,0.246647699953643,3.59022169317759e-06
0.754037220011788,1.087631734975,1.04048905215444e-05
0.78382307390628,1.10704269588822,7.13809300922999e-05
0.269613517621015,0.583149000268549,8.02564905585001e-05
0.417577816459233,0.313678337110633,8.51775999229906e-05
0.271551868429167,0.307603112979689,0.000169481626543881
0.141570771843918,0.881543875900249,0.000161113999478004
0.262578481807279,0.418006842873947,0.0001904048590676
0.123245338910857,0.424914099828638,0.000379161463756514
0.159482953134903,0.273031260223063,0.000366693117864455
0.179830160043388,0.768434048499776,0.000405640880594832
0.180913116294713,1.19671237755861,0.000435733920776516
0.209820196800702,0.836924925934554,0.000484985386163962
0.139441858632822,1.74140718366884,0.000637741582305737
0.495647108406814,1.75796686432794,0.000683519005810844
0.13139867892415,0.311807445522622,0.000434721062253267
1.54169429531396,0.697129549962951,0.000492904510132852
0.617392874605036,0.34613382845194,0.000472642925748773
1.69830124544404,0.260466140255759,0.000425835252386258
0.820534113749652,0.953071629612143,0.000229743531515727
0.562521130134036,0.349278624188449,0.000256263479603897
0.216390717158267,0.559069828528882,0.000284018168325372
0.284554408842414,0.55490068937948,0.000274374281629334
0.489791881989649,0.782536342350555,0.000349691186303676
0.428821815682361,0.754396877962852,0.000334778871104885
0.408486984100505,0.302303975547969,0.000385395379708407
0.551346271182539,1.22724038924158,0.000312044624394129
1.62212716318028,1.24156934656328,0.000260860507158453
1.67113476557871,1.12634553086163,0.000171533994483149
0.431925284144993,0.682478421391509,0.000238796665444232
0.201616460118689,0.706967242538265,0.00017929570199262
0.200517635987874,0.706672805751782,0.000153658485127462
0.208478568836247,0.671479609059909,6.99952515510717e-05
0.196258642892074,1.589870379899,2.92957706610928e-05
0.179820585843405,0.380255995237326,3.1404633031881e-05
0.214954746266717,0.403018121742192,9.08204971510126e-05
0.170825995637435,0.700153925645964,2.65051382452889e-05
0.138368858547946,0.921722698945971,3.03390423857511e-05
0.251947839988962,1.63414686151758,2.99896908380495e-05
0.381554417083332,1.6019684634178,1.71597081175217e-05
0.154962594774677,1.84487992970475,1.41347422157365e-05
0.146132768986998,1.7753228948117,3.24766730058409e-06
0.154468043642785,0.744148376772578,7.81462413072275e-06
0.295820961952423,0.31281391513839,4.64080276314701e-06
0.127111594644027,0.351356745286814,8.87974254889555e-06
0.139485274255728,0.625214035733658,1.3788009779049e-05
0.142247181602996,1.27578607989543,2.41297276582435e-05
0.0895897984881957,1.16330481937341,2.36098852799875e-05
