"V1","V2","V3","V4","V5","V6"
0.0321988990833465,0.0662733016171137,0.0265144121736186,0.030410741800353,0.0302760239805788,0.0198581080355142
0.0724855093394845,0.0600716402775313,0.0269645450676079,0.0307971213331265,0.0298599364260944,0.0535297302408373
0.0516459986205585,0.0325418468159171,0.0621397697954809,0.030783669448819,0.0290293344305874,0.0606727626775087
0.0235019146694122,0.0790595465709685,0.0316160467629966,0.0645976462413132,0.0844607075875486,0.026147675493404
0.0222174801641296,0.067932773860974,0.0817213576108739,0.0682989449716101,0.0311632468782033,0.0255994331495371
0.0288015554618915,0.0158052693296169,0.030620486463077,0.0286200434027935,0.0272611307618429,0.0218609287797479
0.0267837426572398,0.0152254641858685,0.0292575605190365,0.0282557213483012,0.0270079235803676,0.0216965371773553
0.026609109580027,0.0464516077884834,0.0293049339595684,0.0274946020159784,0.0251389371065579,0.0518872617094932
0.0251701696107807,0.0287702751437286,0.0302058364498189,0.0278894216366914,0.025516453911489,0.0215687003157191
0.0279779028368405,0.0312419744248775,0.023791424142852,0.0273292299768298,0.0264481155103601,0.0220790106441442
0.0246750312672229,0.0302888649915577,0.0678813478508914,0.0271215392034914,0.027039118567011,0.036441833202729
0.0252130643754359,0.0309243538761007,0.0584313184699256,0.026980264427705,0.0265867943449196,0.0467227640274428
0.0593326405709795,0.0309004813168219,0.0491983561453719,0.0694999861256484,0.0974839515913791,0.0184096438570758
0.0216709199818315,0.028968360686694,0.0285432325545927,0.0229511554500615,0.0312109666472149,0.0192720627488022
0.02150346353935,0.0168817177034536,0.0726633657515719,0.0235185519093124,0.0320183907885056,0.0488556946156098
0.0287199555185931,0.0171312758798136,0.0563727258363275,0.0231873385928187,0.0329233674441746,0.0198330219329591
0.0266791328011978,0.0447661913965435,0.0569981418174948,0.0754124992739489,0.0334561137648191,0.047483585032405
0.0715632131041658,0.00985320924826627,0.0247234655617968,0.0299486145912737,0.0326370911602803,0.019040616046178
0.0588492697904868,0.0447768291021354,0.0618278133886345,0.0209081651768123,0.0330468538234851,0.0204249640902439
0.0244386451577775,0.0124298386479896,0.0182412438722653,0.0195837059230774,0.0822842405538745,0.0197759035958449
0.0271712969149515,0.0154889411465389,0.0568900721374911,0.0205684558291363,0.0281964250486385,0.0193024484154925
0.0671255655891233,0.0157501360872869,0.0252540406909185,0.0244466409275934,0.0909290422175561,0.0527411929196603
0.0260234511216636,0.067992728137953,0.0244981253444699,0.0228573797293514,0.0850934063924376,0.0208109848954595
0.025677032547524,0.0303264900163616,0.0247825130755195,0.0662875959440972,0.0299668792823669,0.0546644106207244
0.0639046651347421,0.0666709631880707,0.0254476634862115,0.024340249801002,0.0294022950661798,0.052617579279758
0.0336117322128249,0.0301471676293923,0.0601332234826509,0.0605212443633852,0.0199329575343431,0.0408475783428591
0.0894718843888046,0.00997035717456301,0.0579689665207744,0.022713147268666,0.085274460395282,0.0237836050570838
0.0541575972496635,0.00993669331978358,0.0264209425592875,0.0242864406509414,0.0199860774376073,0.0479080801734109
0.0229012405253344,0.00694197219902023,0.0268503601348234,0.0239676263535409,0.02117185598868,0.0411105859600678
0.056687485453035,0.0336761559247724,0.027263416761425,0.0239699739472219,0.0205566562971032,0.0219526589558862
0.0234095598965227,0.0300021460783086,0.0270844675549716,0.0241022522598601,0.0844197255581482,0.0222535428037199
0.0270373892345489,0.00896913970258653,0.0286993037680674,0.0598471745683401,0.0830376633680077,0.023466428398152
0.0235466580768371,0.0374900885231782,0.0510667444565723,0.055417085871425,0.0736564022687516,0.0222554731856883
0.0559777998987165,0.0468242112862989,0.0259145003675476,0.0551465978407424,0.0753495119828066,0.0236008818325067
0.0625502953725682,0.0540524258741172,0.0470893183549995,0.0221279578319199,0.0701523696795388,0.0225912872738795
0.0175316988953494,0.0531276914503631,0.0225451510005531,0.0230185934048576,0.0664007506583237,0.0473071661037292
0.02238562910378,0.0847663526489076,0.0253487086533332,0.0315454140826766,0.0198331522888707,0.0447145600004795
0.0792958223275144,0.04506560287688,0.0256329768337608,0.0288946728082695,0.0364850398421878,0.0396470957658242
0.0733178506343199,0.0413049845203692,0.0549125501467481,0.0281979944140335,0.0256248291793611,0.0218452563081798
0.0763905646674083,0.00836665777232934,0.0544689744294257,0.0809111527560999,0.0254831668648468,0.021685699422609
0.0311387421806439,0.00725472761340258,0.0221524135914108,0.0631623733551949,0.0281287102833334,0.0187466277887438
0.0301448253456548,0.00890420813534857,0.0504174378420995,0.0236357354330487,0.0798825355330543,0.0182142588412464
0.0780494608843362,0.00743945645854296,0.0504172308663356,0.0560268351648354,0.0264490855054004,0.0515214741199313
0.0322592181764084,0.00727919773878217,0.0512216083969122,0.0205296729832737,0.0280640036692457,0.0410342739724912
0.0358798584580809,0.00715574093520697,0.0244397991520987,0.020044440434171,0.0292745470429648,0.0201981237230428
0.0225712228190034,0.0418076467225952,0.0501069693306978,0.019588623505879,0.020117221539956,0.0180399120192642
0.0229938757127873,0.041320518404652,0.0201066708434273,0.0191055951554804,0.0199934743358859,0.0181859124588402
0.0227519765872762,0.0514464057520205,0.0518331117825365,0.0224625400663947,0.019771908814137,0.0212584368205582
0.0233197820556353,0.0399702603116868,0.0545039285850934,0.0221792038151018,0.0957810042205482,0.0197835022868028
0.0234020449295141,0.0499500959499998,0.0218339084822651,0.0551559313773358,0.024649830908508,0.0408474282435614
0.0682582416576915,0.0107036173774353,0.0213185143084604,0.0192088287027638,0.0325363160777396,0.0178220023825383
0.0677212753218987,0.0102220284867714,0.0214135309120563,0.0262409150721463,0.0329740538870353,0.0504547111462218
0.0225448137087127,0.0367894154953382,0.0223353236529891,0.0560186682046826,0.0716440375237517,0.0179801958665305
