"V1","V2","V3","V4","V5","V6"
0.0994120954823086,0.0778895034799933,0.0210544684726544,0.0226564732936879,0.056964246226537,0.0107221719576675
0.0253416975556314,0.0710416712758228,0.0220633919501585,0.0236344413356412,0.085043831410884,0.0114183407447645
0.0266419057971957,0.0361153900412261,0.0468433699579386,0.0209608490867444,0.0144358307936975,0.0111311534105291
0.0282669887554351,0.036938151820754,0.0182301142047082,0.0251535043598498,0.0152597787117123,0.0103959792375554
0.0881069870520715,0.069864687438433,0.017017498469603,0.0644403091379904,0.0592153575224535,0.0103847140576196
0.0253169198555359,0.0339891028845752,0.0612951427069691,0.0688072835721323,0.0839896300103675,0.0099998561688009
0.0206570853707029,0.0363561706586017,0.0222499426436985,0.0219712106457362,0.0141967086330201,0.0122083092789877
0.0159186182579267,0.0348704982889358,0.0532183637257083,0.06636705848347,0.0147113664592765,0.0376808466834639
0.0280668163829898,0.0341725679039487,0.0206310304100922,0.0218370782750652,0.015331376045904,0.0119649036832114
0.0928576765671732,0.0372586147668764,0.0207710845314474,0.0228998636356735,0.015197119561037,0.0111112352207532
0.026684032804872,0.0362933450654066,0.0568113017242671,0.0229202092771718,0.0182455074856991,0.0123782508322226
0.0238091397099122,0.0361495617000377,0.0243908735684,0.0568306913355225,0.0176271630245023,0.0110399253484295
0.0240196484155082,0.051066061178816,0.0244142870315242,0.0238506033119372,0.0150798763956402,0.0113262548024855
0.0219440689890528,0.0333832141096736,0.0246521856447393,0.0227094717108341,0.0991129899383633,0.0118987568916548
0.0220230479899911,0.041995295938498,0.0231428111452585,0.019728217888145,0.085415668150686,0.0111804173345007
0.085516337523783,0.032214539601454,0.0232465864820876,0.0225050930843863,0.0591843081839319,0.0111901961733149
0.0229841512351527,0.0249614686914672,0.023486332193818,0.0553283854181468,0.0940429559103087,0.0426313028656454
0.0210769262317346,0.020615209168959,0.023303672118522,0.0688040614966033,0.0689231223880371,0.041360026174431
0.0933961157415049,0.0152649858751354,0.021698850199638,0.0197596838957523,0.0715609253390481,0.0335607258428873
0.100425419706169,0.0501687264554295,0.0218724329043128,0.0827362038567799,0.012544622493116,0.0118800271390433
0.0241358250261692,0.0146572941203127,0.0696573120935616,0.0215877363936842,0.0122940848947811,0.0115067305073492
0.0228263587694885,0.0139495318770892,0.0631256729476551,0.0798772070324431,0.0123288540308065,0.0113776840230192
0.0224536240106218,0.0130408987488541,0.0233246777131735,0.0241947694569223,0.0133663641374703,0.0111905965892946
0.0243807098240652,0.0199110356920857,0.0242936442141257,0.0232285206533373,0.0128435812894302,0.0113976365008178
0.0884569487934247,0.04207983028616,0.0240178879894616,0.0636393820574872,0.0132683662083743,0.0111277301296337
0.0253049707765384,0.0520800242685881,0.0644930675758146,0.0202176002821167,0.0133555826241903,0.0106097061770135
0.0241715701004197,0.0289910707764065,0.0236554911062041,0.0666913300034849,0.0132059497682512,0.0113176155809116
0.101097997313101,0.0731432812197905,0.0232973738707494,0.0208335657085049,0.0130908371445059,0.0406599116145525
0.0241737646437812,0.0298470215929477,0.0238401232185535,0.0617025854182208,0.0133521682444183,0.0115351366243986
0.0261334136761559,0.0360866409270113,0.020546526977252,0.0200560845567821,0.0131107052229808,0.0439803539279018
0.025332664519958,0.0195733910698752,0.059035360577006,0.0639735545756165,0.013230975974281,0.0116671068570598
0.026682668856175,0.0368599047864206,0.0264548357011068,0.020621460302203,0.0729204916087463,0.0107116835439809
0.0956665307992921,0.0341484974590232,0.0548030290118791,0.0220605989208448,0.0140473702494088,0.0104577503877367
0.0275604211869462,0.0323586783158087,0.0594030322279768,0.0627188048105445,0.0667547774021872,0.0123788345190042
0.0268965798896483,0.0288561227214228,0.0722395877309953,0.021700453952972,0.0157008337513001,0.0122703061790301
0.0237962516062159,0.0330287321341956,0.0676102383078332,0.0215113295826574,0.0149206860930182,0.0119226303013722
0.0243294097870082,0.0324924895131859,0.0255729659793566,0.0227915811639503,0.0155080667728979,0.0115508586406239
0.0237886618377257,0.0612961197237017,0.0252597765208817,0.0867042405276755,0.0156505066455868,0.0114611341263906
0.0288574113267276,0.0488505102031241,0.0268635269262808,0.0289817826518337,0.01699946555262,0.0116538413236424
0.0256761433586803,0.0178697345970602,0.0272956645672857,0.0761071346421412,0.0184794881477429,0.0121701528702927
0.102995990654117,0.017252589646094,0.0262502614138597,0.025660492165387,0.0166332437173778,0.0349685307215051
0.0302424705825913,0.0114205328695244,0.0259633797512763,0.0252055611257459,0.0168553017632695,0.0404762238080614
0.0273134417031642,0.0184181547472413,0.0253840839427269,0.0293506528584611,0.068553026715489,0.011674837650955
