"V1","V2","V3","V4"
0.96358559459151,0.754722145126888,0.357195060212094,0.0578201679852738
1.04935188609651,0.100272888334041,0.159294205828428,0.0556029080410368
0.25821352255432,0.618575272918767,0.153311707665833,0.0607517562803638
1.52035146005948,0.39973377572473,0.158901954968263,0.0685584463719522
0.941347229966491,0.508087531833728,0.413134694928588,0.0530031442869461
0.330532703397054,0.376078283111039,0.458868017368807,0.169974460389015
0.769250022935152,0.261472088487835,0.0811004649812633,0.0518499794462312
0.703775116623617,0.588675497641011,0.0612511605807218,0.069198840193206
0.0531059519041902,0.344234064442885,0.057565695143149,0.0666869334356872
0.0616786070710429,0.436799301616387,0.0848277173466747,0.188612962035651
0.783419232415361,0.282094884220074,0.0887978021335171,0.102294299287656
0.29492781943103,0.279535632841055,0.409405216169058,0.087349296892215
0.260562304852954,0.152954006797586,0.0919420130324222,0.228015128586243
0.41980643588525,0.213840033196964,0.0845138798475489,0.0628423239902721
0.0631749121361627,0.344869577480597,0.0765608191412027,0.263570086622998
0.191608467265105,0.0279358236929441,0.0772622791946408,0.0728974413352692
0.582851960608633,0.0294120172172785,0.10541205083598,0.0635162726403154
0.678271357088481,0.395739874836257,0.0988426157844917,0.201386112598051
0.528501844638494,0.51219522982338,0.419898398505782,0.0542936590215622
0.15573790800948,0.539890185973162,0.0733234731710649,0.0579324158226779
1.01078390828154,0.96634712929944,0.33924159855415,0.0667023333775229
0.427476194758828,0.502530572302309,0.447942918459823,0.0550562238247911
0.974474885043946,0.109583731239022,0.0827127374906883,0.0469881556907969
0.694904718243023,0.449588784915013,0.362776691355358,0.240576298712208
0.141136718060932,0.415235021146624,0.0766053712111659,0.0763457163797442
0.11684758850825,0.778928771975608,0.371634785774116,0.0889273456059038
0.272143254122022,0.390946888459987,0.0764846048578257,0.0759780210484904
0.495338833717581,1.25703597541374,0.340987732720525,0.0699122255016039
0.0963486456224687,0.436838358436747,0.0733261525228271,0.0775244377629364
0.522592824992145,0.16358076839116,0.0752121861343066,0.0776455409635837
0.505747982365897,0.72912322986669,0.0696462566340906,0.246153674833478
0.971407331799862,0.0976453599816577,0.0651691973987849,0.173138440660628
1.03401471544133,0.154606258065099,0.311271756499646,0.0556787493246823
0.606335563278483,1.78610312753468,0.367062680932039,0.0558812367134158
0.320823422542783,2.12264799536542,0.265066854949101,0.159194348132911
1.13133704910002,0.309811916095392,0.0651709475496145,0.163834662022522
0.366879066126359,0.192662826668182,0.0565680637500229,0.273257330017198
0.197657470519176,0.197177950991155,0.0686268572332378,0.190217222876019
