"V1","V2","V3","V4"
0.117868233835598,0.908869975397319,0.160335124172478,0.0716827385099791
0.0979549836461102,0.314522393314918,0.0718290644873736,0.0597704476737254
0.801164634766092,1.12833818776742,0.114359459737583,0.310320800846416
0.595735298105349,0.834227947329361,0.162447411645181,0.0567381585872519
0.125913783453569,1.52307387688944,0.0728357282516852,0.0579125421425769
0.156530710890632,0.798819730376707,0.114710451094153,0.0598614979537275
0.580645565059753,1.1854059561065,0.138382566139889,0.281896213429832
0.411082428407912,1.58321712280328,0.0769077907135092,0.307518169623738
0.100261903559821,0.337625917791029,0.0733793932732403,0.256554005530513
0.084488733282762,0.861697022569775,0.0821933776584962,0.0991018199326884
0.575974964296541,0.132535124446168,0.149435253633864,0.167768300359844
0.0970231791919863,0.109458360416166,0.0618620150935341,0.323969551159455
0.491414666879931,0.914018451885738,0.0668978520665346,0.201004227245667
1.17196539865406,0.693625669485424,0.0638361484878106,0.0748409266141874
1.34003705188878,0.423277169105264,0.0606873490128073,0.30170184146138
0.764399045380104,0.124593771667494,0.110165177718651,0.0571005814546163
0.776336291881968,0.645038645194815,0.113063404966419,0.0553656373366985
0.920821141071949,0.733930440161491,0.0668662113054887,0.187178711675787
2.07908772153505,0.812839976558232,0.110356990089661,0.27248426974467
1.15203320533024,0.438587760529826,0.184024647065439,0.067152927603164
0.880627790383373,0.348504312911532,0.0799132607462492,0.215755195558101
0.810131792962088,0.748484153263182,0.0542468083867974,0.0579240588903211
0.659157534345568,0.0717503907496004,0.122341767002911,0.0758725177797327
1.18959148655568,0.402120419691639,0.151398138436853,0.0679413449292356
0.288121594133096,0.798049798774588,0.0666255469913042,0.201989927794207
0.157069324094856,1.0264607855498,0.0651156751993615,0.21488169073862
0.326873316661302,0.264775532842668,0.077740372167031,0.233868541364997
0.204597259039769,0.237771244631707,0.179154840026821,0.0636760584513378
0.960117117924229,0.24054833421666,0.117402054163121,0.0633789508381835
0.587910988869121,0.185986603660205,0.0856186169776806,0.193868758698491
0.467941675975891,0.956043750468838,0.148254179656786,0.280856065801082
0.5148112486998,0.363186297363249,0.144167822724757,0.0892974695651879
0.698658842608526,0.953938302298429,0.131852680764719,0.0910178827824615
0.0621747752216536,0.0889667914779906,0.169760283009251,0.319775883360299
0.151901272351414,0.0964418670734155,0.0727688462404411,0.0782268424560456
0.150436703998611,0.8065764633791,0.153446652053591,0.0910951970357817
0.158983529981934,0.919048824416184,0.0639026575638166,0.0927280283053643
0.267479703808651,1.40455660908142,0.0628423874479181,0.0796568792296878
0.0632936560468618,0.130062803361286,0.125125476552529,0.281880048662576
0.81779541157455,0.572717975392242,0.109377256111906,0.0883011502124437
1.2379749671747,0.150135755480267,0.0543987681848263,0.0979248839081096
1.80593183156697,0.131460202039266,0.18155587144487,0.266015585817181
0.56248832848509,0.624949007862372,0.196834514162853,0.0932808503259474
0.993797082818822,0.20149321682824,0.212797767644863,0.225093081418689
0.585229400054297,0.793618466784925,0.148586827000683,0.0553864275122251
1.42237160615998,1.46043528244662,0.136261975512818,0.0547090787433743
1.354862873281,1.15442433597204,0.0517294500608803,0.168719483384498
